rank_by_mean,player_id,biome,mean_rating,sd_rating
1,90_23;96_224;97_245;98_274;99_321,plant.4,895.4713047546827,0.7070046897622333
2,90_17;96_26;97_27;98_2015;99_2601,plant.4,879.327188851988,0.6093583910283311
3,90_17;96_73;97_76;98_83;99_92,plant.4,877.440756106405,0.6580078609203153
4,90_23;96_49853;97_64188;98_85601;99_127671,plant.4,845.9365567746507,0.5686977968614726
5,90_15358;96_3636;97_4468;98_5733;99_7848,plant.4,836.554054307191,0.5961384077320941
6,90_17;96_73;97_76;98_333;99_399,plant.4,827.946870803184,0.5775906236131892
7,90_17;96_63837;97_82805;98_112223;99_171273,plant.4,826.3661508754175,0.594129197857381
8,90_9;96_3136;97_3840;98_4877;99_6615,plant.4,799.1499599147285,0.5769158607940991
9,90_9;96_446;97_510;98_586;99_730,plant.4,797.5946268325538,0.579537596774942
10,90_6;96_7;97_502;98_2247;99_7280,plant.4,791.4037230836633,0.5667088052431358
11,90_9;96_387;97_436;98_498;99_614,plant.4,791.1213786931401,0.5749512700954478
12,90_20;96_868;97_1312;98_2527;99_3295,plant.4,788.8699678829789,0.5836235302183241
13,90_20;96_868;97_1016;98_1199;99_1517,plant.4,781.5722383726985,0.5767605760782791
14,90_18592;96_75603;97_100597;98_135590;99_205524,plant.4,776.1597098500575,0.5862458100646419
15,90_15368;96_262;97_289;98_1400;99_3031,plant.4,775.295010395538,0.5743343291572786
16,90_20;96_774;97_902;98_1058;99_1339,plant.4,768.0889565134141,0.5739897568920234
17,90_23;96_61;97_89;98_98;99_555,plant.4,766.3435902661569,0.5718480567598269
18,90_21258;96_73596;97_95402;98_129389;99_205039,plant.4,765.7531388555134,0.5707440162120732
19,90_15366;96_218;97_237;98_2791;99_7402,plant.4,765.2686171940537,0.5726829587739528
20,90_15368;96_177;97_192;98_215;99_253,plant.4,762.6605751039915,0.5776128113102348
21,90_9;96_254;97_277;98_309;99_366,plant.4,760.207199307643,0.5716537523977758
22,90_80;96_1834;97_2203;98_2702;99_3525,plant.4,757.603558181374,0.5793260352814482
23,90_15366;96_218;97_237;98_2791;99_3649,plant.4,756.4913145868535,0.574974130762131
24,90_9;96_895;97_22985;98_28979;99_39631,plant.4,756.2747147207056,0.5809255873613546
25,90_15368;96_285;97_548;98_631;99_790,plant.4,753.9663372250208,0.5718167607690811
26,90_1;96_491;97_560;98_1048;99_1323,plant.4,750.4149441152806,0.5664652914582146
27,90_16228;96_4035;97_4955;98_6335;99_8677,plant.4,748.1479699990791,0.5723045218969941
28,90_6;96_7;97_651;98_760;99_974,plant.4,748.1091841493419,0.5670597931480541
29,90_115;96_8266;97_9947;98_12229;99_61020,plant.4,747.9206296575634,0.5717665387111226
