rank_by_mean,player_id,biome,mean_rating,sd_rating
1,90_9561;96_53430;97_68897;98_92312;99_138702,soil.3,1055.1052779979268,1.4777248698331518
2,90_20;96_3122;97_34622;98_44647;99_63070,soil.3,1036.232383103251,2.172605697052221
3,90_73;96_43381;97_55523;98_73493;99_108221,soil.3,1033.0510271632297,2.276683840709846
4,90_29;96_17088;97_20991;98_68966;99_100928,soil.3,1031.300732683623,1.9235544990129152
5,90_850;96_61529;97_79697;98_107753;99_163939,soil.3,1030.6262595474748,1.0328508306176234
6,90_13341;96_58266;97_75391;98_101636;99_154087,soil.3,1025.2526281123335,1.151662500231832
7,90_29;96_18615;97_23030;98_29039;99_39725,soil.3,1024.574425826151,1.768048549218456
8,90_301;96_45751;97_58702;98_77934;99_115234,soil.3,1024.1344919175294,0.9529132456234649
9,90_1687;96_7134;97_8556;98_10500;99_13863,soil.3,1022.8945094135314,1.0883654164549128
10,90_2939;96_47098;97_60481;98_80353;99_119148,soil.3,1022.5715784823689,0.9578355256473877
11,90_8133;96_35417;97_44964;98_58842;99_84925,soil.3,1022.1662210962894,0.9301122314133808
12,90_301;96_34235;97_43418;98_56772;99_81683,soil.3,1020.3108924057432,0.8401743722994641
13,90_86;96_5375;97_6630;98_8235;99_11045,soil.3,1020.1646350052728,1.0270231565032466
14,90_850;96_16577;97_26356;98_33502;99_46328,soil.3,1019.9945580993511,0.8657295080166215
15,90_801;96_11620;97_14049;98_95282;99_143501,soil.3,1019.5840191304247,0.8823473958539314
16,90_4593;96_30412;97_38444;98_49937;99_71225,soil.3,1019.0950362548754,1.0585447993140749
17,90_1808;96_42664;97_54574;98_72200;99_106146,soil.3,1018.032978466535,0.834467431901919
18,90_602;96_13195;97_16030;98_19860;99_26449,soil.3,1018.0308855231544,0.8134891628616456
19,90_29;96_30815;97_38975;98_50691;99_72333,soil.3,1017.9326501017996,1.3811706931456282
20,90_301;96_51238;97_65995;98_88126;99_131719,soil.3,1017.5635701710003,0.7797939081935674
21,90_1308;96_24399;97_30532;98_39068;99_54654,soil.3,1017.2637894824676,0.8027350953678044
22,90_480;96_61528;97_79696;98_107751;99_163935,soil.3,1016.3670236792202,0.9261199801119109
23,90_8280;96_36047;97_45790;98_59946;99_86626,soil.3,1016.1496035191792,0.7787970581476211
24,90_2779;96_59166;97_76589;98_103350;99_156809,soil.3,1016.1377346293306,0.7426643783375663
25,90_9561;96_43150;97_55214;98_73078;99_107525,soil.3,1016.0635914858432,0.7861871165472876
26,90_236;96_882;97_3493;98_4419;99_5945,soil.3,1015.5179668122117,1.2963573742873529
27,90_14;96_201;97_218;98_247;99_292,soil.3,1015.2015838129639,2.502175358783253
28,90_8163;96_35539;97_45132;98_59064;99_179954,soil.3,1014.7911902870949,0.8475178498551594
29,90_816;96_20804;97_25902;98_32895;99_45369,soil.3,1014.7539850960969,0.7934084562218221
30,90_7185;96_56718;97_73311;98_98605;99_149102,soil.3,1014.6694159502607,0.8080180991370854
