rank_by_mean,player_id,biome,mean_rating,sd_rating
1,90_20;96_795;97_926;98_1256;99_15758,freshwater.3,1029.1477747034994,2.5258854736015497
2,90_3393;96_31643;97_40034;98_52130;99_74537,freshwater.3,1023.7658735116574,2.692832400294606
3,90_20;96_795;97_926;98_37581;99_52415,freshwater.3,1021.422767254394,1.7644566029989024
4,90_517;96_2731;97_3357;98_16487;99_21854,freshwater.3,1019.341839147273,3.009237230654641
5,90_517;96_2599;97_3182;98_3996;99_5358,freshwater.3,1019.0790375178412,2.956030722786954
6,90_8523;96_36956;97_46964;98_61560;99_89170,freshwater.3,1017.9415469315182,1.8026569389680578
7,90_212;96_5120;97_6179;98_7708;99_10335,freshwater.3,1017.8906799151897,1.9105422759410398
8,90_2025;96_8704;97_10466;98_61568;99_89182,freshwater.3,1017.3516930045187,1.7248335862340851
9,90_517;96_2731;97_3357;98_4234;99_5684,freshwater.3,1016.8816135959249,2.7196453589558645
10,90_416;96_3374;97_4143;98_5300;99_7220,freshwater.3,1015.5959531863874,1.2356832951206922
11,90_78;96_17941;97_57723;98_76530;99_112948,freshwater.3,1013.8447963957146,1.4619660543497888
12,90_4309;96_45084;97_57802;98_76645;99_113122,freshwater.3,1013.4439558091252,2.533394346380373
13,90_244;96_21362;97_78278;98_105711;99_160602,freshwater.3,1013.0810348670349,1.0976736850450806
14,90_1165;96_8666;97_10419;98_12772;99_16869,freshwater.3,1012.919168346244,1.3524341064057346
15,90_20;96_1995;97_2398;98_16878;99_22388,freshwater.3,1012.3981063422676,1.2432667222423799
16,90_1851;96_45028;97_57725;98_76532;99_112951,freshwater.3,1012.3945851437504,1.2876254995419494
17,90_4646;96_37233;97_47328;98_62055;99_89906,freshwater.3,1012.1988541507187,1.1429248809536028
18,90_94;96_50909;97_65563;98_87510;99_130725,freshwater.3,1012.1095748130916,1.251622734976862
19,90_20;96_574;97_668;98_775;99_993,freshwater.3,1011.7776017108423,2.372177190473568
20,90_129;96_771;97_899;98_1055;99_1895,freshwater.3,1011.7268777748382,1.6043831194547662
21,90_545;96_14231;97_17346;98_21555;99_28895,freshwater.3,1011.683963292735,1.120049535263531
