rank_by_mean,player_id,biome,mean_rating,sd_rating
1,90_17850;96_69182;97_89870;98_122195;99_188475,soil.2,928.0793197222902,5.183575194968585
2,90_1261;96_58494;97_75687;98_102048;99_154741,soil.2,909.9420717438276,4.979052727099368
3,90_266;96_35122;97_83727;98_113514;99_173333,soil.2,908.568969316066,4.999768403943802
4,90_4275;96_19919;97_24722;98_31295;99_43080,soil.2,903.0515618464269,5.061512102078611
5,90_1007;96_54650;97_70487;98_94561;99_142329,soil.2,901.4708301790212,4.957502501857137
6,90_1880;96_8111;97_9758;98_11981;99_15879,soil.2,900.6888714400928,5.025326698024662
7,90_330;96_7290;97_8739;98_10713;99_14121,soil.2,899.0869959872697,4.954370170696939
8,90_11045;96_48067;97_61808;98_82288;99_122321,soil.2,898.217638206261,4.839543032190021
9,90_408;96_14837;97_18116;98_22533;99_30285,soil.2,897.8733271677552,4.969975819452574
10,90_672;96_8404;97_10116;98_12422;99_36540,soil.2,894.9850027217649,4.923130604485859
11,90_1413;96_6053;97_7278;98_8980;99_17908,soil.2,894.361122795656,4.942682652933776
12,90_104;96_1440;97_1717;98_2099;99_2707,soil.2,894.2837236873643,4.984690569678811
13,90_15911;96_6519;97_7822;98_9618;99_12746,soil.2,893.3079488160555,4.931209335855899
14,90_94;96_1096;97_1284;98_1546;99_1976,soil.2,892.2155899363311,4.947002207148699
15,90_15779;96_8079;97_9722;98_11944;99_15838,soil.2,892.2145628970835,4.908087272611266
16,90_15911;96_6519;97_7822;98_117750;99_180505,soil.2,891.7426158686316,4.918987646623693
17,90_1007;96_25028;97_31365;98_95066;99_143165,soil.2,891.6738946426054,4.851108596517496
18,90_3667;96_54659;97_70503;98_94582;99_142360,soil.2,891.6018868819692,4.891908636116484
19,90_1807;96_20792;97_25886;98_32866;99_45327,soil.2,891.5820971698604,4.949890903444442
20,90_969;96_44208;97_56621;98_75004;99_110490,soil.2,890.7426777578656,4.901872483338715
21,90_4759;96_33250;97_42147;98_55023;99_78897,soil.2,890.4372019403689,4.883845571516528
22,90_848;96_62495;97_80999;98_109642;99_167027,soil.2,890.2483966689509,4.995202140762604
23,90_1255;96_11283;97_13670;98_16842;99_22332,soil.2,889.0176758232299,4.883206037414599
24,90_600;96_3188;97_3911;98_4974;99_6746,soil.2,888.9095349079315,4.859189511940079
25,90_5117;96_48149;97_61922;98_82449;99_122594,soil.2,888.6923898031627,4.832282333348142
26,90_2626;96_59910;97_77584;98_104783;99_159190,soil.2,888.6104074324305,4.772713965141417
27,90_1533;96_6538;97_7843;98_12417;99_16447,soil.2,888.0445718137054,4.81799902944784
28,90_1531;96_17112;97_21024;98_26330;99_35698,soil.2,887.8624767906414,4.877910098016658
29,90_775;96_6177;97_7423;98_9147;99_12169,soil.2,887.7886816160867,4.821796812388028
30,90_1417;96_6623;97_7935;98_9743;99_12892,soil.2,887.6547259216376,4.88015316162563
31,90_3667;96_28838;97_36352;98_47021;99_66634,soil.2,887.3204969587533,4.876757209713503
32,90_3272;96_48063;97_61803;98_82282;99_122315,soil.2,886.9511568986351,4.805592994089898
33,90_8741;96_37933;97_48254;98_108659;99_165488,soil.2,886.2338635947206,4.8629940225850925
34,90_1007;96_4647;97_25977;98_32989;99_45496,soil.2,886.2155184644269,4.834293092334918
35,90_3490;96_22493;97_28116;98_35824;99_49838,soil.2,886.1291135263639,4.896081232333274
36,90_1551;96_16208;97_19881;98_24837;99_33564,soil.2,886.092511963366,4.758032072950707
37,90_11045;96_48070;97_61811;98_82291;99_122324,soil.2,886.0217825715318,4.758984326262652
38,90_16228;96_4035;97_4955;98_6335;99_8677,soil.2,885.9152058402708,4.818167274779031
39,90_6243;96_28991;97_36549;98_47296;99_67083,soil.2,885.8323247116873,4.950170416688895
40,90_7230;96_31711;97_40119;98_52246;99_74695,soil.2,885.6257669301262,4.835246451340024
41,90_20;96_774;97_902;98_1058;99_1339,soil.2,884.9210958962038,4.82235524171807
42,90_19;96_123;97_2347;98_2896;99_3802,soil.2,884.8988985258516,4.80248871390629
43,90_12;96_7413;97_8897;98_10907;99_14385,soil.2,884.5172078368793,4.893423554119972
44,90_861;96_4204;97_5144;98_6542;99_8943,soil.2,884.3756166396045,4.7756644585883645
45,90_16612;96_2786;97_3424;98_35523;99_49400,soil.2,883.8803888917867,4.848866685578036
46,90_60;96_5209;97_20729;98_25928;99_35120,soil.2,883.7169494766399,4.8258221441298845
47,90_3667;96_17481;97_21516;98_26981;99_36620,soil.2,883.3832949373073,4.866806161347038
48,90_408;96_7766;97_9329;98_11448;99_26248,soil.2,882.7897627462904,4.756965165475054
49,90_14833;96_64676;97_83885;98_113732;99_173673,soil.2,882.7012656320665,4.871469170178175
50,90_266;96_6611;97_7922;98_9730;99_12878,soil.2,882.6981109496508,4.803834982877782
51,90_2638;96_11721;97_14175;98_17483;99_23190,soil.2,882.6852359279189,4.770439741170705
52,90_20;96_470;97_7111;98_8782;99_11707,soil.2,882.5290896955221,4.825882326185998
53,90_1533;96_6538;97_7843;98_74181;99_109230,soil.2,882.1037904962894,4.779034764423393
54,90_4276;96_19926;97_24731;98_31305;99_43094,soil.2,881.6086182028871,4.837308234426087
55,90_6994;96_48949;97_62989;98_83905;99_124888,soil.2,881.6007218275769,4.807569988959229
56,90_1533;96_6538;97_28891;98_36848;99_51319,soil.2,881.5932154641632,4.758824965237583
57,90_471;96_10257;97_12381;98_15219;99_51958,soil.2,881.0454432081449,4.710826249918229
58,90_773;96_26954;97_33864;98_43564;99_61374,soil.2,880.9571379352739,4.779183656318313
59,90_3272;96_15344;97_18769;98_23399;99_31497,soil.2,880.9410990787071,4.806132538585863
60,90_4574;96_21089;97_26273;98_33390;99_46133,soil.2,880.7523747346718,4.770513746083951
61,90_3691;96_24815;97_31070;98_39763;99_55674,soil.2,880.7220659663946,4.801970202493693
62,90_2658;96_16638;97_20415;98_25540;99_56220,soil.2,880.6476801835887,4.747225237412461
63,90_1007;96_25028;97_31365;98_40149;99_56240,soil.2,880.1812361599684,4.798571135798929
64,90_672;96_22525;97_28155;98_35878;99_49904,soil.2,879.96986602278,4.75305747427767
65,90_11773;96_51234;97_65990;98_88121;99_131707,soil.2,879.6397059659423,4.774930606876572
66,90_104;96_31368;97_39665;98_51611;99_73714,soil.2,879.2940119523735,4.801303483297503
67,90_3936;96_41030;97_52361;98_69109;99_101183,soil.2,879.1397206923626,4.740703579044397
68,90_2817;96_27289;97_34310;98_44231;99_62445,soil.2,878.961789513259,4.812273497198941
